"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,1224,"BERG Compact Sport Blue BFR Children’s Pedal Go Kart",P,073001,,Berg,,Right,"<h1>BERG&nbsp;Compact Sport Blue BFR Children&rsquo;s Pedal Go Kart</h1> <p>The Berg Compact BFR Pedal Go Kart is quite simply the ultimate pedal go kart in a sporty blue colour scheme which boys will love to race around the place!</p> <h3>So adjustable that both kids and adults (ages 5 &ndash; 95!) can enjoy it!</h3> <p>Thanks to an easily adjustable seat (up to 6 positions) the Berg Compact Sport Blue Children&rsquo;s Pedal Go Kart is adaptable for kids of a variety of sizes to enjoy (even mere kids at heart!) making this a Go Kart which will last for years and years through all the growth spurts of childhood.</p> <h3>Sturdy yet nimble with BERG&rsquo;s unique BFR system</h3> <p>Featuring a compact yet robust design, the Berg Compact Sport Blue Children&rsquo;s Pedal Go Kart provides a reassuringly sturdy ride with easy manoeuvrability and storage and also gives you the freedom to pedal forwards, backwards and brake without having to change gear! A swing axle also ensures that all 4 of the quiet pneumatic rubber tyres remain on the ground even on an uneven surface.</p> <h3>BERG&nbsp;Compact Sport Blue Pedal Go Kart features</h3> <ul> <li>Suitable for both kids and adults</li> <li>Adjustable sports seat (up to 6 positions)</li> <li>BFR system (pedal forwards or in reverse)</li> <li>Accurate steering thanks to double ball bearing steering mechanism</li> <li>Parking brake</li> <li>Can be easily added to with many Berg accessories!</li> <li>CE tested</li> <li>Compact design for easy storage and manoeuvrability</li> </ul> <p><iframe src=""http://www.youtube.com/embed/h2LVeoDrJcg?rel=0"" width=""618"" height=""509"" frameborder=""0""></iframe></p> <p><iframe src=""http://www.youtube.com/embed/ht5kAa6X-hQ?rel=0"" width=""619"" height=""511"" frameborder=""0""></iframe></p>",329.00,0.00,0.00,0.00,0.0000,N,"2 Years (performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable",none,0,0,"Toys & Outdoor Play/Pedal Go Karts",3661,k/065/compactblau1__52725.jpg,"Berg Compact Sport Blue BFR Children’s Pedal Go Kart (073001)",Y,0,3658,u/435/compact_sport__87425.png,,N,1,3657,t/235/compact_sport_seat__22540.jpg,,N,2,3659,k/438/skelter_berg_compact_sport2__61435.jpg,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Compact, Sport, Blue, BFR, Pedal, Go Kart, go cart, 073001, boys,","Berg Compact Sport Blue Children’s BFR Boys Pedal Go Kart (073001)","Berg, Compact, Sport, Blue, Childrens, BFR, Boys, Pedal, Go, Kart, 073001,","The Berg Compact Sport Blue Children's Pedal Go Kart is in stock & sent on a 1 - 2 working day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",8715839048094,N,/toys-outdoor-play/pedal-go-karts/berg-compact-sport-blue-bfr-childrens-pedal-go-kart/,,8715839048094,073001,,"""Dimensions (L x W x H)=140 x 75 x 81cm"";""Product Weight=34 kg"";""Max. User Weight=80 kg"";""Tyres=Pneumatic / Rubber"";""Adjustable Seat=Yes (6 positions)"";""Suitable for ages=5+"""
Product,1225,"BERG Buddy Orange Children’s BFR Pedal Go Kart",P,242060,,Berg,,Right,"<h1>BERG&nbsp;Buddy Orange Children&rsquo;s BFR Pedal Go Kart</h1> <p>Take over the neighbourhood with the Berg Buddy Orange Children&rsquo;s Go Kart! With a winning combination of a robust frame, cool design, BFR (Brake Freewheel) System and adjustable seat and steering wheel (for years of enjoyment even as you grow) the Berg Buddy Orange Children&rsquo;s Pedal Go Kart is a champion cart for champion kids!</p> <h3>Enjoy the freedom of BERG&rsquo;s unique BFR (Brake Freewheel) system!</h3> <p>With the BFR System you can enjoy using your pedals to brake, as well as being able to pedal both forwards and backwards or coast along without the annoyance of pedals spinning into your ankles!</p> <h3>Built to be stable and adjustable for long lasting fun</h3> <p>The Berg Buddy Orange Children&rsquo;s BFR Pedal Go Kart features a swing axle ensuring that all 4 tyres remain on the ground even on uneven surfaces whilst an adjustable steering wheel and seat mean that the Berg Buddy Orange Children&rsquo;s BFR Pedal Go Kart can be easily adjusted as you grow.</p> <h3>BERG&nbsp;Buddy Orange BFR Pedal Go Kart features</h3> <ul> <li>Adjustable seat and steering wheel</li> <li>Brake Freewheel system</li> <li>Comfortable, supportive seat</li> <li>Accurate steering thanks to double ball bearing steering mechanism</li> <li>CE tested</li> <li>Can be easily added to with many Berg accessories!</li> </ul> <p><iframe src=""http://www.youtube.com/embed/EJj925b4aS4"" width=""616"" height=""507"" frameborder=""0""></iframe></p>",199.00,0.00,0.00,0.00,0.0000,N,"2 Years (Performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable","by product",0,0,"Toys & Outdoor Play/Pedal Go Karts",3667,t/747/Orange_Buddy_1__17065.jpg,"Berg Buddy Orange Children’s BFR Pedal Go Kart (242060)",Y,0,3663,e/434/orange_buddy_detail__25380.jpg,"Berg Buddy Pedal Go Kart Frame Detail",N,1,3665,u/652/Orange_Buddy_Wheel__08404.jpg,"Berg Buddy Pedal Go Kart Tyre Detail",N,2,3664,s/772/Orange_Buddy_Child_Pedalling__97960.jpg,,N,3,3666,x/141/Berg_Buddy_kids_pedalling__08262.jpg,,N,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Buddy, Orange, BFR, Pedal, Go Kart, go cart, 242060","Berg Buddy Orange Children’s BFR Pedal Ride On Go Kart (242060)","Berg, Buddy, Orange, Childrens, BFR, Pedal, Go Kart, Go Cart, 242060, Kids,","The Berg Buddy Orange Children's BFR Pedal Go Kart is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,20,"Default Tax Class",8715839027983,N,/toys-outdoor-play/pedal-go-karts/berg-buddy-orange-childrens-bfr-pedal-go-kart/,,8715839027983,242060,,"""Dimensions (L x W x H)=110 x 65 x 63cm"";""Product Weight=18 kg"";""Max. User Weight=50 kg"";""Adjustable Seat=Yes"";""Adjustable Steering Wheel=Yes"";""Suitable for ages=3-8"";Tyres=Rubber"
Product,1226,"BERG Buddy Pink Kid’s BFR Pedal Go Kart",P,242061,,Berg,,Right,"<h1>BERG&nbsp;Buddy Pink Kid&rsquo;s BFR Pedal Go Kart</h1> <p>Girls, get ready to take over the neighbourhood with the gorgeous Berg Buddy Pink BFR Pedal Go Kart! Featuring a winning combination of a pretty pink colour scheme, adjustable features, a robust frame and Brake Freewheel (BFR) System, the Berg Buddy Pink Kid&rsquo;s Pedal Go Kart is a sweetheart Go Kart with a tough construction.</p> <h3>Adjust the seat &amp; steering wheel as you grow for long lasting fun</h3> <p>The Berg Buddy Pink Kid&rsquo;s Pedal Go Kart is built to last throughout your early childhood, with an adjustable seat and steering wheel to ensure the Go Kart can be adjusted to a comfortable size as you grow. For stability the Berg Buddy Pink BFR Go Kart features a swing axle to ensure all 4 wheels remain on the ground even on uneven surfaces.</p> <h3>Easily pedal forwards, backwards &amp; brake with the Brake Freewheel system</h3> <p>With Berg&rsquo;s unique BFR system, the Buddy Pink Pedal Go Kart allows for easy pedal freedom and should you want to just coast along and relax then it means the pedals will remain still and not spin into your ankles!</p> <h3>BERG&nbsp;Buddy Pink BFR Pedal Go Kart features</h3> <ul> <li>Adjustable seat and steering wheel</li> <li>Brake Freewheel system</li> <li>Comfortable, supportive seat</li> <li>Accurate steering thanks to double ball bearing steering mechanism</li> <li>CE tested</li> <li>Can be easily added to with many Berg accessories!</li> </ul> <p><iframe src=""http://www.youtube.com/embed/EJj925b4aS4"" width=""616"" height=""507"" frameborder=""0""></iframe></p>",199.00,0.00,0.00,0.00,0.0000,N,"2 Years (Performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable","by product",0,0,"Toys & Outdoor Play/Pedal Go Karts",3672,c/801/berg_buddy_white_lg__38717.jpg,"Berg Buddy Pink Kid’s BFR Pedal Go Kart (242061)",Y,0,3669,q/109/berg_Buddy_White_Wheel__70578.jpg,"Berg Buddy Pink Go Kart Frame & Wheel Detail",N,1,3670,i/068/Buddy_white__18923.png,,N,2,3668,i/326/Berg_Buddy_kids_pedalling__01140.jpg,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buddy, Pink, BFR, Pedal, Go Kart, go cart, 242061, ","Berg Buddy Girl's Pink & White BFR Kid's Pedal Ride On Go Kart (242061)","Berg, Buddy, Girls, Pink, BFR, Kids, Pedal, Ride On, Go Kart, go cart, childrens, 242061, white,","The Berg Buddy Pink BFR Kid's Pedal Go Kart is in stock & sent on a 1 -2 working day delivery!",,,,New,N,N,,N,,,20,"Default Tax Class",8715839027990,N,/toys-outdoor-play/pedal-go-karts/berg-buddy-pink-kids-bfr-pedal-go-kart/,,8715839027990,242061,,"""Dimensions (L x W x H)=110 x 65 x 63cm"";""Product Weight=18 kg"";""Max. User Weight=50 kg"";""Adjustable Seat=Yes"";""Adjustable Steering Wheel=Yes"";""Suitable for ages=3-8"";Tyres=Rubber"
Product,1227,"BERG Ferrari 150° Italia Kid’s Pedal Go Kart",P,242300,,Berg,,Right,"<h1>BERG&nbsp;Ferrari 150&deg; Italia Kid&rsquo;s Pedal Go Kart</h1> <p>Combining pedal power with F1 styling, the&nbsp;BERG Ferrari 150&deg; Italia Kid&rsquo;s Pedal Go Kart is an officially licensed Ferrari pedal ride on toy with exceptional design features such as its aerodynamic nose, sponsor logos and Ferrari branding.</p> <h3>The perfect Ride On Toy for kids who dream of driving their own race car!</h3> <p>With a metal frame supporting a comfortably moulded sports seat (which positions them perfectly to easily push the pedals), the&nbsp;BERG Ferrari 150&deg; Kid&rsquo;s Pedal Go Kart also features sealed bearings to ensure for a smooth ride as well as Berg&rsquo;s unique Break Freewheel (BFR) system giving you the freedom to pedal forwards, backwards, break or to simply coast along without pedals spinning into your ankles!</p> <p>The Berg Ferrari 150&deg; Italia Kid&rsquo;s Pedal Go Kart is recommended for children of 3 &ndash; 8 years old and also has an adjustable seat and steering wheel to maintain a comfortable ride as you grow up.</p> <h3>BERG&nbsp;Ferrari 150&deg; Italia Kid&rsquo;s Pedal Go Kart features</h3> <ul> <li>BFR (brake, forward, reverse) hub for easy pedal control</li> <li>Adjustable seat and steering wheel</li> <li>Official Ferrari Licensing</li> <li>Authentic Italian F1 racer styling</li> <li>Painted sidewalls</li> <li>Comfortably moulded plastic sport seat</li> </ul> <p><iframe src=""http://www.youtube.com/embed/1K8xyLDdoO0"" width=""618"" height=""509"" frameborder=""0""></iframe></p>",299.00,0.00,0.00,0.00,0.0000,N,"2 Years (Performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable",none,0,0,"Toys & Outdoor Play/Pedal Go Karts",3674,l/084/berg_ferrari_150_italia__81176.jpg," Berg Ferrari 150° Italia Kid’s Pedal Go Kart (242300)",Y,0,3676,v/258/24.23.00_Ferrari_150_Italia_Front__95013.jpg,,N,1,3677,x/489/Ferrari_150_reverse_wheel_detail__52430.jpg,,N,2,3678,s/486/Ferrari_150_Italia_action_with_girl__13418.JPG,,N,3,3673,v/901/kart_berg_ferrari_150_italia_boy_speeding__27116.jpg,,N,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferrari, 150, Italia, Kids, Pedal Go Kart (242300)","Berg Ferrari 150° Italia Kid’s Pedal F1 Go Kart Ride-On Toy (242300)","Berg, Ferrari, 150°, Italia, Kids, Pedal, Go Kart, children, go cart, Ride-On, Toy, 242300,","The Berg Ferrari 150° Italia Pedal Go Kart Ride-On Toy is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",8715839029710,N,/toys-outdoor-play/pedal-go-karts/berg-ferrari-150-italia-kids-pedal-go-kart/,,8715839029710,242300,,"""Dimensions (L x W x H)=112 x 75 x 67cm"";""Product Weight=25kg"";""Max. User Weight=50kg"";Drive=BFR;""Steering Wheel=Adjustable"";Seat=Adjustable"
Product,1228,"BERG Ferrari FXX Racer Kid’s Pedal Go Kart",P,062652,,Berg,,Right,"<h1>BERG&nbsp;Ferrari FXX Racer Kid&rsquo;s Pedal Go Kart</h1> <p>Sleek, slick and stylish, the Berg Ferrari FXX Racer Kid&rsquo;s Pedal Go Kart is the perfect pedal ride on toy for kid&rsquo;s aged 5+ with dreams of driving their very own race car!</p> <h3>Combining an exceptional design with a superior performance!</h3> <p>Featuring an aerodynamic front spoiler as well as special nose and rear spoilers, the Berg Ferrari FXX Racer Kid&rsquo;s Pedal Go Kart is built for impressively easy acceleration and top speeds!</p> <p>Whilst an automatic freewheel lets you pedal forwards and backwards (and keep pedals static whilst cruising), slick tyres provide high quality traction and grip, putting the officially licensed Ferrari FXX Racer Pedal Go Kart ahead of the pack!</p> <h3>BERG&nbsp;Ferrari FXX Racer Kid&rsquo;s Pedal Go Kart features</h3> <ul> <li>Automatic Freewheel system (AF)</li> <li>An aerodynamic design for achievable high speeds</li> <li>Slick tyres provide excellent grip and traction</li> <li>Swing axle for reliable stability even on uneven surfaces</li> <li>Official Ferrari Licensing</li> <li>Comfortably moulded sports seat</li> <li>Adjustable seat and steering wheel</li> <li>Suitable for kids and even grown ups! (aged from 5 &ndash; 95!)</li> </ul> <p><iframe src=""http://www.youtube.com/embed/1K8xyLDdoO0"" width=""627"" height=""516"" frameborder=""0""></iframe></p>",549.95,0.00,0.00,0.00,0.0000,N,"2 Years (Performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable",none,0,0,"Toys & Outdoor Play/Pedal Go Karts",3683,v/401/Berg_Ferrari_FXX_Racer_lg__77709.jpg,"Berg Ferrari FXX Racer Kid’s Pedal Go Kart (062652)",Y,0,3680,g/338/FXX_Racer__13445.jpg,,N,1,3679,e/459/FXX_racer_Wheel_Detail__52906.jpg,"Berg Ferrari FXX Racer Wheel Detail",N,2,3681,v/350/Ferrari_FXX_Racer_action_with_boy__15476.jpg,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferrari, FXX, Racer, Pedal, Go Kart, go cart, 062652","Berg Ferrari FXX Racer Kid’s Pedal Go Kart Ride-On Toy (062652)","Berg, Ferrari, FXX, Racer, Kids, Childrens, Pedal, Go Kart, go cart, Ride-On, Toy, 062652,","The Berg Ferrari FXX Racer Kid's Pedal Go Kart is in stock and sent on a 1 - 2 day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",8715839010817,N,/toys-outdoor-play/pedal-go-karts/berg-ferrari-fxx-racer-kids-pedal-go-kart/,,8715839010817,062652,,"""Dimensions (L x W x H):=133 x 79 x 80 cm"";""Product Weight=40 kg"";""Max. User Weight=80 kg"";Drive=AF;""Steering Wheel=Adjustable"";Seat=Adjustable;""Suitable for ages=5+"""
Product,1229,"BERG Rally Orange Children’s Ride-On Pedal Go Kart",P,244000,,Berg,,Right,"<h1>BERG&nbsp;Rally Orange Children&rsquo;s Ride-On Pedal Go Kart</h1> <p>A racing cart perfectly suited to the urban streets of your neighbourhood or as an off-road all terrain rally pedal car, the&nbsp;BERG Rally Orange Children&rsquo;s Ride-On Pedal Go Kart matches exceptional engineering with a comfortable, stylish and durable design for years of rally or racing Go Kart fun!</p> <h3>Perfect for races against your mates on any one of your stomping grounds!</h3> <p>A reassuringly tough build provides resilient, all round stability whilst the swing axle of the Berg Rally Orange Children&rsquo;s Ride-On Pedal Go Kart ensures that all 4 wheels remain in contact with the floor at all times, regardless of terrain.</p> <p>The Berg Rally Orange Children&rsquo;s Pedal Ride-On Go Kart is recommended for kids aged 4 &ndash; 12 years old and features an adjustable seat and steering wheel so that it can be easily adjusted to a comfortable size as you grow.</p> <h3>BERG&nbsp;Rally Orange Pedal Go Kart features</h3> <ul> <li>BFR (Brake Freewheel system) enabling forwards &amp; backwards pedalling and to brake (or simply enjoy coasting without pedals spinning against your ankles)</li> <li>Adjustable seat</li> <li>Adjustable steering wheel</li> <li>Swing axle for consistent stability</li> <li>Pneumatic tyres</li> <li>Slick racing design</li> </ul> <p><iframe src=""http://www.youtube.com/embed/HtaWjIngzOI"" width=""611"" height=""503"" frameborder=""0""></iframe>&nbsp;</p>",289.00,0.00,0.00,0.00,0.0000,N,"2 Years (Performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable","by product",0,0,"Toys & Outdoor Play/Pedal Go Karts",3687,e/661/24.40.54_RALLY_1__79527.jpg,"Berg Rally Orange Children’s Ride-On Pedal Go Kart (244000)",Y,0,3689,p/211/berg_rally_orange_wheel__79262.jpg,,N,1,3692,s/525/Rally_Front__27343.jpg,,N,2,3690,c/426/Girl_Racer_Rally_Berg__50628.jpg,,N,3,3691,z/523/rally_orange_action__82441.jpg,,N,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Rally, Orange, Ride-On, Pedal, Go Kart, go cart, 244000,","Berg Rally Orange Children’s Ride-On All Terrain Pedal Go Kart (244000)","Berg, Rally, Orange, Childrens, Ride-On, All Terrain, Pedal, Go Kart, go cart, 244000,","The Berg Rally Orange Children's Ride-On Pedal Go Kart is in stock & sent on a 1 - 2 Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",8715839030310,N,/toys-outdoor-play/pedal-go-karts/berg-rally-orange-childrens-ride-on-pedal-go-kart/,,8715839030310,244000,,"""Dimensions (L x W x H)=124 x 70 x 64 cm"";""Product Weight=25 kg"";""Max. User Weight=60 kg"";Drive=BFR;""Steering Wheel=Adjustable"";Seat=Adjustable"
Product,1230,"Dometic-Smev Siphon Angled Caravan Waste Water Fitting AC530/AC540",P,,,Dometic,"Siphon Waste Fitting Diameter",Right,"<h1>Dometic Smev AC545 Siphon Angled Waste Water Fitting</h1> <p>Available as either a 20mm or 25mm straight caravan waste water fitting. Please use the drop down menu at the top of the page to confirm your size preference prior to checkout. 20mm fits Dometic 9722, 9222, 8821, VA8005.</p> <p>&nbsp;</p> <p>AC530 &amp; AC540 :</p> <div id=""index-1"" class=""specificationsComponent-panelContent u-textRegular18 collapse in""> <div class=""specificationsComponent-panelInner""><strong class=""specificationsComponent-label"">Dimensions product depth</strong> 60&nbsp;mm<br /> <strong class=""specificationsComponent-label"">Dimensions product height</strong> 36.6&nbsp;mm<br /> <strong class=""specificationsComponent-label"">Dimensions product width</strong>&nbsp;60 mm<br /> <strong class=""specificationsComponent-label"">Net weight</strong> 0.05&nbsp;kg</div> </div>",19.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The AC530/AC540 is sent on a next working day delivery",none,60,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Sinks;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Water Tanks & Plumbing;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Plumbing",23959,o/348/sink__42682.png,"Dometic Smev AV545 Siphon Angled Waste Fitting (9102300084)",Y,0,12874,l/406/dometic-sink-siphon__37473.jpg,"Dometic sink waste siphon",N,1,12875,k/747/dometic-sink-siphon-2__03463.jpg,"Dometic Smev sink waste siphon right angled",N,2,23960,t/137/dometic-sink-siphon-2__03463__45699.jpg,,N,3,23961,h/947/dometic-sink-siphon__37473_copy__83624.jpg,,N,4,,,,,,,,,,,,,,,,,,,,,,,,,,"AC545, Siphon, Angled, Waste, Fitting, 9102300084, 01622T12390","Dometic Smev AV545 Siphon Angled Caravan & Motorhome Sink Waste Fitting","Dometic Smev, AV545, Siphon, Angled, Caravan, Motorhome, Sink, Waste Water, Fitting,","The Dometic Smev AV545 Siphon Angled Waste Fitting is sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-smev-siphon-angled-caravan-waste-water-fitting-ac530-ac540/,,,,,
"  SKU",281,"[S]Waste Fitting Diameter=25mm",,9600050026,,,,,,19.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0157E+12,,,,,,,
"  SKU",949,"[S]Waste Fitting Diameter=20mm",,9600050027,,,,,,17.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0157E+12,,,,,,,
"  Rule",13437,,,9600050026,,,,,,[FIXED]19.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15547,,,9600050027,,,,,,[FIXED]17.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16669,,,9600050026,,,,,,[FIXED]19.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16670,,,9600050027,,,,,,[FIXED]17.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1231,"Dometic-Smev AC545/AC535 Siphon Straight Caravan Waste Water Fitting",P,,,Dometic,"Siphon Waste Fitting Diameter",Right,"<h1>Dometic Smev AC540 Siphon Straight Caravan Waste Water Fitting</h1> <p>A straight waste siphon available as two different diameters: 20mm and 25mm. Please use the drop down menu at the top of the page to confirm your preference of siphon diameter size prior to checkout.&nbsp;</p>",14.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,Y,"The AC545/AC535 Siphon is sent on a next working day delivery","by option",48,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Sinks;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Water Tanks & Plumbing;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Plumbing",3709,t/899/AC540__64739.jpg,"DometicSmev AC540 Siphon Straight Waste Fitting",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AC540, Siphon, Straight, Waste, Fitting, 9102300085,","Dometic Smev AC540 Siphon Straight Caravan and Motorhome Sink Waste Water Fitting","Dometic Smev, AC540, Siphon, Straight, Caravan, Motorhome, Sink, Waste, Fitting,","The Smev AC540 Siphon Straight Sink Waste Fitting is sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-smev-ac545-ac535-siphon-straight-caravan-waste-water-fitting/,,,,,"""Model Number=Dometic-Smev AC545/AC535 Siphon Straight Waste Water Fitting"";""Dimensions H (mm)=20"";""Dimensions W (mm)=75"";""Dimensions D (mm)=60"";Outlet=Straight"
"  SKU",282,"[S]Waste Fitting Diameter=25mm",,JC3231,,,,,,27.95,0.00,,,,N,,,,,,,,,,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0157E+12,,,,,,,
"  SKU",950,"[S]Waste Fitting Diameter=20mm",,JC3233,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0157E+12,,,,,,,
"  Rule",13551,,,JC3231,,,,,,[FIXED]27.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16671,,,JC3231,,,,,,[FIXED]27.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1232,"Dometic-Smev AC557 Siphon Dual Angled Caravan Waste Water Fitting",P,JC3234,,Dometic,,Right,"<h1>Dometic Smev AC557 Siphon Dual Angled Waste Water Fitting</h1> <p>A double waste water siphon fitting with a 25mm diameter suitable for use with the appropriately sized sinks of caravans and motorhomes.</p> <p>This siphon provides an effective flow of liquids and also helps to prevent odours returning from the waste pipe.</p> <p><strong class=""specificationsComponent-label"">Dimensions product depth</strong> 71.7&nbsp;mm<br /> <strong class=""specificationsComponent-label"">Dimensions product height</strong> 50.5&nbsp;mm<br /> <strong class=""specificationsComponent-label"">Dimensions product width</strong> 104&nbsp;mm</p> <p>&nbsp;</p> <p>&nbsp;</p>",14.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"The AC557 Siphon is sent on a next working day delivery","by product",0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Sinks;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Water Tanks & Plumbing;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Plumbing",3710,z/559/siphon_dometic_ac557_double_o_25_mm__54506.jpg,"Dometic Smev AC557 Siphon",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AC557, Siphon, Dual, Angled, Waste, Fitting, 9102300086,","Dometic Smev AC557 Siphon Dual Angled Caravan & Motorhome Sink Waste Fitting","Dometic Smev, AC557, Siphon, Dual, Angled, Caravan, Motorhome, Sink, Waste, Fitting,","The Dometic Smev AC557 Siphon Dual Angled Waste Fitting is sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class","4015704176810 ",N,/caravan-motorhome/dometic-smev-ac557-siphon-dual-angled-caravan-waste-water-fitting/,,,9102300086,,
